Unnamed: 0,question_text,question_tokens,answer
3541,what was the significance of the italian renaissance,"['what', 'was', 'the', 'significance', 'of', 'the', 'italian', 'renaissance']"," a period of great cultural change and achievement that began in Italy during the 14th century ( Trecento ) and lasted until the 17th century ( Seicento ) , marking the transition between Medieval and Modern Europe"
3543,when was registry of interpreters for the deaf founded,"['when', 'was', 'registry', 'of', 'interpreters', 'for', 'the', 'deaf', 'founded']", 1964
3544,when was oil first discovered in the north sea,"['when', 'was', 'oil', 'first', 'discovered', 'in', 'the', 'north', 'sea']", 1851
3545,how many episodes in famous in love season two,"['how', 'many', 'episodes', 'in', 'famous', 'in', 'love', 'season', 'two']", 10
3546,where did jackie bradley jr go to high school,"['where', 'did', 'jackie', 'bradley', 'jr', 'go', 'to', 'high', 'school']"," Prince George High School in Prince George , Virginia"
3554,where is the house in the movie belly,"['where', 'is', 'the', 'house', 'in', 'the', 'movie', 'belly']", Jamaica Estates
3555,where does the water from a fire hydrant come from,"['where', 'does', 'the', 'water', 'from', 'a', 'fire', 'hydrant', 'come', 'from']", water distribution system
3557,where does the monarch butterfly go in the winter,"['where', 'does', 'the', 'monarch', 'butterfly', 'go', 'in', 'the', 'winter']", central Mexico
3558,what rank is lieutenant colonel in the army,"['what', 'rank', 'is', 'lieutenant', 'colonel', 'in', 'the', 'army']", a field grade military officer rank just above the rank of major and just below the rank of colonel
3559,where does the last name flynn come from,"['where', 'does', 'the', 'last', 'name', 'flynn', 'come', 'from']", Ireland
3560,who sings im way to good at goodbye,"['who', 'sings', 'im', 'way', 'to', 'good', 'at', 'goodbye']", British singer Sam Smith
3566,which parliament passed the act that contains the australian constitution,"['which', 'parliament', 'passed', 'the', 'act', 'that', 'contains', 'the', 'australian', 'constitution']", Parliament of the United Kingdom
3567,when does the next episode of attack on titan come out,"['when', 'does', 'the', 'next', 'episode', 'of', 'attack', 'on', 'titan', 'come', 'out']", July 2018
3569,where does northrop grumman rank in the fortune 500,"['where', 'does', 'northrop', 'grumman', 'rank', 'in', 'the', 'fortune', '500']", 124
3573,who won the boat race last year oxford or cambridge,"['who', 'won', 'the', 'boat', 'race', 'last', 'year', 'oxford', 'or', 'cambridge']", Oxford
3574,who is the actor who plays howard on big bang theory,"['who', 'is', 'the', 'actor', 'who', 'plays', 'howard', 'on', 'big', 'bang', 'theory']", Simon Maxwell Helberg
3575,where did the name six flags come from,"['where', 'did', 'the', 'name', 'six', 'flags', 'come', 'from']"," from its first property , Six Flags Over Texas"
3576,who wrote the equation for the law of gravitation,"['who', 'wrote', 'the', 'equation', 'for', 'the', 'law', 'of', 'gravitation']", Isaac Newton
3577,who wrote born to be wild by steppenwolf,"['who', 'wrote', 'born', 'to', 'be', 'wild', 'by', 'steppenwolf']", Mars Bonfire
3579,who pays for the work done to the cars on overhaulin,"['who', 'pays', 'for', 'the', 'work', 'done', 'to', 'the', 'cars', 'on', 'overhaulin']", sponsors
3581,what are the three greek orders of columns,"['what', 'are', 'the', 'three', 'greek', 'orders', 'of', 'columns']", Doric
3582,whats the rabbits name on secret life of pets,"['whats', 'the', 'rabbits', 'name', 'on', 'secret', 'life', 'of', 'pets']", Snowball
3583,who plays the sheriff in scooby doo mystery incorporated,"['who', 'plays', 'the', 'sheriff', 'in', 'scooby', 'doo', 'mystery', 'incorporated']", Patrick John Warburton
3584,when does a boy have to register for the draft,"['when', 'does', 'a', 'boy', 'have', 'to', 'register', 'for', 'the', 'draft']", within 30 days of their 18th birthdays
3586,when was i still call australia home written,"['when', 'was', 'i', 'still', 'call', 'australia', 'home', 'written']", 1980
3589,when did the vegas golden knights become a team,"['when', 'did', 'the', 'vegas', 'golden', 'knights', 'become', 'a', 'team']"," March 1 , 2017"
3592,number of states having bicameral legislature in india,"['number', 'of', 'states', 'having', 'bicameral', 'legislature', 'in', 'india']", Seven
3593,where is serotonin released from in the brain,"['where', 'is', 'serotonin', 'released', 'from', 'in', 'the', 'brain']", neurons of the raphe nuclei
3598,who becomes president if the president is impeached and removed from office,"['who', 'becomes', 'president', 'if', 'the', 'president', 'is', 'impeached', 'and', 'removed', 'from', 'office']", Vice President
3602,18. what was a lasting effect of the korean war,"['18', '.', 'what', 'was', 'a', 'lasting', 'effect', 'of', 'the', 'korean', 'war']", The `` limited war '' or `` proxy war '' strategy
3606,when was the old 7 mile bridge built,"['when', 'was', 'the', 'old', '7', 'mile', 'bridge', 'built']", from 1909 to 1912
3608,who is caesar in planet of the apes,"['who', 'is', 'caesar', 'in', 'planet', 'of', 'the', 'apes']", the leader and later ruler of the apes
3611,who was billie on days of our lives,"['who', 'was', 'billie', 'on', 'days', 'of', 'our', 'lives']", Lisa Rinna
3612,who played in this year's rose bowl,"['who', 'played', 'in', 'this', 'year', ""'s"", 'rose', 'bowl']", the Oklahoma Sooners
3614,where is the tallest tower in the world located,"['where', 'is', 'the', 'tallest', 'tower', 'in', 'the', 'world', 'located']", Tokyo Skytree
3621,what does it mean to have a hung jury,"['what', 'does', 'it', 'mean', 'to', 'have', 'a', 'hung', 'jury']", a judicial jury that can not agree upon a verdict after extended deliberation and is unable to reach the required unanimity or supermajority
3630,how many perfect games have there been in major league history,"['how', 'many', 'perfect', 'games', 'have', 'there', 'been', 'in', 'major', 'league', 'history']", 23 official perfect games
3631,what is the animal on liverpool's crest,"['what', 'is', 'the', 'animal', 'on', 'liverpool', ""'s"", 'crest']", The liver bird
3633,purpose of the promotion of equality and prevention of unfair discrimination act 4 of 2000,"['purpose', 'of', 'the', 'promotion', 'of', 'equality', 'and', 'prevention', 'of', 'unfair', 'discrimination', 'act', '4', 'of', '2000']", prohibits unfair discrimination by the government and by private organisations and individuals and forbids hate speech and harassment
3636,who is the current managing director of nnpc,"['who', 'is', 'the', 'current', 'managing', 'director', 'of', 'nnpc']", Dr. Maikanti Baru
3641,who sang somebody that i used to know originally,"['who', 'sang', 'somebody', 'that', 'i', 'used', 'to', 'know', 'originally']", Gotye
3644,who sings at the beginning of beautiful by eminem,"['who', 'sings', 'at', 'the', 'beginning', 'of', 'beautiful', 'by', 'eminem']", Queen + Paul Rodgers
3647,what is the top selling candy in america,"['what', 'is', 'the', 'top', 'selling', 'candy', 'in', 'america']", Reese 's Peanut Butter Cups
3649,how many pokemon are in the national pokedex,"['how', 'many', 'pokemon', 'are', 'in', 'the', 'national', 'pokedex']", 807
3662,when did the battle of the boyne start,"['when', 'did', 'the', 'battle', 'of', 'the', 'boyne', 'start']", 1 July 1690
3663,who is the principal assistant to the president in all matters relating to the dod,"['who', 'is', 'the', 'principal', 'assistant', 'to', 'the', 'president', 'in', 'all', 'matters', 'relating', 'to', 'the', 'dod']", Secretary of Defense
3669,decisions of the full court of the high court of australia are binding upon,"['decisions', 'of', 'the', 'full', 'court', 'of', 'the', 'high', 'court', 'of', 'australia', 'are', 'binding', 'upon']", Federal Court
3672,when does captain america the winter soldier take place,"['when', 'does', 'captain', 'america', 'the', 'winter', 'soldier', 'take', 'place']", Two years after the Battle of New York
3675,where did the band name lady antebellum come from,"['where', 'did', 'the', 'band', 'name', 'lady', 'antebellum', 'come', 'from']", from when the group did a photo shoot in historical costumes at antebellum houses
3677,the outermost layer of the kidney is called the,"['the', 'outermost', 'layer', 'of', 'the', 'kidney', 'is', 'called', 'the']", renal capsule
3678,who sings if i said you had a beautiful body,"['who', 'sings', 'if', 'i', 'said', 'you', 'had', 'a', 'beautiful', 'body']", American country music duo The Bellamy Brothers
3683,when did the apple iphone 5s come out,"['when', 'did', 'the', 'apple', 'iphone', '5s', 'come', 'out']"," September 20 , 2013"
3688,where does live free or die come from,"['where', 'does', 'live', 'free', 'or', 'die', 'come', 'from']", a toast
3689,where is the urinary system located in the body,"['where', 'is', 'the', 'urinary', 'system', 'located', 'in', 'the', 'body']"," the kidneys , ureters , bladder , and the urethra"
3692,who sang the original song from a jack to a king,"['who', 'sang', 'the', 'original', 'song', 'from', 'a', 'jack', 'to', 'a', 'king']", Ned Miller
3696,who does elizabeth love in pirates of the caribbean,"['who', 'does', 'elizabeth', 'love', 'in', 'pirates', 'of', 'the', 'caribbean']", Will Turner
3697,who pioneered animated movies with his short feature steamboat willie in 1928,"['who', 'pioneered', 'animated', 'movies', 'with', 'his', 'short', 'feature', 'steamboat', 'willie', 'in', '1928']", Walt Disney
3698,who sings if you don't know me by now song,"['who', 'sings', 'if', 'you', 'do', 'n', ""'t"", 'know', 'me', 'by', 'now', 'song']", Harold Melvin & the Blue Notes
3699,what does it mean to have conservative political views,"['what', 'does', 'it', 'mean', 'to', 'have', 'conservative', 'political', 'views']", retaining traditional social institutions
3703,how big is a 1 18 scale model,"['how', 'big', 'is', 'a', '1', '18', 'scale', 'model']", 1 / 18th the size
3711,what is the purpose of comparing bone structures,"['what', 'is', 'the', 'purpose', 'of', 'comparing', 'bone', 'structures']", evidence for evolution
3712,where was the last scene in the accountant filmed,"['where', 'was', 'the', 'last', 'scene', 'in', 'the', 'accountant', 'filmed']"," Bethany Bridge over Lake Allatoona , Georgia"
3718,the movie halloween primarily takes place in which state,"['the', 'movie', 'halloween', 'primarily', 'takes', 'place', 'in', 'which', 'state']", Illinois
3719,where was things i know to be true set,"['where', 'was', 'things', 'i', 'know', 'to', 'be', 'true', 'set']"," Adelaide , Australia"
3720,who did culpepper play for in the nfl,"['who', 'did', 'culpepper', 'play', 'for', 'in', 'the', 'nfl']", Minnesota Vikings
3722,who has defined function of management as posdcorb,"['who', 'has', 'defined', 'function', 'of', 'management', 'as', 'posdcorb']", Luther Gulick
3727,what was the last hurricane to hit barbados,"['what', 'was', 'the', 'last', 'hurricane', 'to', 'hit', 'barbados']"," October 30 , 2010"
3731,when did the movie a wrinkle in time come out,"['when', 'did', 'the', 'movie', 'a', 'wrinkle', 'in', 'time', 'come', 'out']", 2003
3733,who does max voice in a goofy movie,"['who', 'does', 'max', 'voice', 'in', 'a', 'goofy', 'movie']", Jason Marsden
3736,how many goals did wayne gretzky score in his career,"['how', 'many', 'goals', 'did', 'wayne', 'gretzky', 'score', 'in', 'his', 'career']", 894
3738,who plays eustace in courage the cowardly dog,"['who', 'plays', 'eustace', 'in', 'courage', 'the', 'cowardly', 'dog']", Howard Hoffman ( pilot )
3742,when did france give the us the statue of liberty,"['when', 'did', 'france', 'give', 'the', 'us', 'the', 'statue', 'of', 'liberty']"," July 4 , 1884"
3744,who got thrown in the lion's den,"['who', 'got', 'thrown', 'in', 'the', 'lion', ""'s"", 'den']", Daniel
3746,what is the present name of hindu collage,"['what', 'is', 'the', 'present', 'name', 'of', 'hindu', 'collage']"," Presidency University , Kolkata"
3749,who is the little boy on the shining,"['who', 'is', 'the', 'little', 'boy', 'on', 'the', 'shining']", Danny Lloyd
3756,when did separation of church and state became law,"['when', 'did', 'separation', 'of', 'church', 'and', 'state', 'became', 'law']", 1878
3760,who sang the theme song from welcome back kotter,"['who', 'sang', 'the', 'theme', 'song', 'from', 'welcome', 'back', 'kotter']", former Lovin ' Spoonful frontman John Sebastian
3762,what size is the great wall of china,"['what', 'size', 'is', 'the', 'great', 'wall', 'of', 'china']"," 21,196 km ( 13,171 mi )"
3764,the age of retirement of the judges of the high court is,"['the', 'age', 'of', 'retirement', 'of', 'the', 'judges', 'of', 'the', 'high', 'court', 'is']", 70
3765,where is the headquarters of asian infrastructure investment bank,"['where', 'is', 'the', 'headquarters', 'of', 'asian', 'infrastructure', 'investment', 'bank']"," Beijing , China"
3768,what is scheduled and non scheduled banks in india,"['what', 'is', 'scheduled', 'and', 'non', 'scheduled', 'banks', 'in', 'india']"," Scheduled Banks in India refer to those banks which have been included in the Second Schedule of Reserve Bank of India Act , 1934 . RBI in turn includes only those banks in this Schedule which satisfy the criteria laid down vide section 42 ( 6 ) ( a ) of the said Act . Banks not under this Schedule are called Non-Scheduled Banks ."
3773,what is the difference between combustion and explosion,"['what', 'is', 'the', 'difference', 'between', 'combustion', 'and', 'explosion']", The speed of the reaction
3775,where did the term mumbo jumbo come from,"['where', 'did', 'the', 'term', 'mumbo', 'jumbo', 'come', 'from']"," probably originated from the Mandingo name Maamajomboo , a masked dancer that took part in religious ceremonies"
3776,what are the approximate eastern and western boundaries of the mississippi watershed,"['what', 'are', 'the', 'approximate', 'eastern', 'and', 'western', 'boundaries', 'of', 'the', 'mississippi', 'watershed']"," the majority of the area between the crest of the Rocky Mountains and the crest of the Appalachian Mountains , except for various regions drained to Hudson Bay by the Red River of the North"
3784,when did the movie pete's dragon come out,"['when', 'did', 'the', 'movie', 'pete', ""'s"", 'dragon', 'come', 'out']"," August 12 , 2016"
3792,who sang the original cotton eye joe song,"['who', 'sang', 'the', 'original', 'cotton', 'eye', 'joe', 'song']", unclear
3794,when does season 15 start of grey's anatomy,"['when', 'does', 'season', '15', 'start', 'of', 'grey', ""'s"", 'anatomy']"," September 27 , 2018"
3797,when did the home run derby format change,"['when', 'did', 'the', 'home', 'run', 'derby', 'format', 'change']", in 2014
3802,when is the last time the flyers won the stanley cup,"['when', 'is', 'the', 'last', 'time', 'the', 'flyers', 'won', 'the', 'stanley', 'cup']", 1975
3803,when was the last time the usa had a solar eclipse,"['when', 'was', 'the', 'last', 'time', 'the', 'usa', 'had', 'a', 'solar', 'eclipse']"," August 21 , 2017"
3804,what is the name of heroine in bengal tiger,"['what', 'is', 'the', 'name', 'of', 'heroine', 'in', 'bengal', 'tiger']", Meera
3810,who made patliputra the first capital of magadh,"['who', 'made', 'patliputra', 'the', 'first', 'capital', 'of', 'magadh']"," Udayabhadra , son of Ajatashatru"
3819,why did great britain want to colonize singapore and burma,"['why', 'did', 'great', 'britain', 'want', 'to', 'colonize', 'singapore', 'and', 'burma']", a port between Calcutta and Singapore
3821,what mountain range is the blue mountains part of,"['what', 'mountain', 'range', 'is', 'the', 'blue', 'mountains', 'part', 'of']", Great Dividing Range
3823,who sang the original song knocking on heavens door,"['who', 'sang', 'the', 'original', 'song', 'knocking', 'on', 'heavens', 'door']", Bob Dylan
3826,who has the most points scored in an nba game,"['who', 'has', 'the', 'most', 'points', 'scored', 'in', 'an', 'nba', 'game']", Wilt Chamberlain
3827,where does the word shabu shabu come from,"['where', 'does', 'the', 'word', 'shabu', 'shabu', 'come', 'from']", derived from the sound emitted when the ingredients are stirred in the cooking pot and served with dipping sauces
3828,when did dwyane wade came into the league,"['when', 'did', 'dwyane', 'wade', 'came', 'into', 'the', 'league']", 2003
3830,where did the name serial killer come from,"['where', 'did', 'the', 'name', 'serial', 'killer', 'come', 'from']", Robert Kenneth Ressler
3831,who does the voice of the beast in beauty and the beast 2017,"['who', 'does', 'the', 'voice', 'of', 'the', 'beast', 'in', 'beauty', 'and', 'the', 'beast', '2017']", Dan Stevens
3833,where was the first atm cash machine launched,"['where', 'was', 'the', 'first', 'atm', 'cash', 'machine', 'launched']"," Barclays Bank in its Enfield Town branch in North London , United Kingdom"
3835,one effect of the great depression that continues today in the united states was,"['one', 'effect', 'of', 'the', 'great', 'depression', 'that', 'continues', 'today', 'in', 'the', 'united', 'states', 'was']", Social Security
3838,who played princess leia in the first star wars,"['who', 'played', 'princess', 'leia', 'in', 'the', 'first', 'star', 'wars']", Carrie Frances Fisher
3839,how many episodes are there in pokemon xyz,"['how', 'many', 'episodes', 'are', 'there', 'in', 'pokemon', 'xyz']", 47
3841,what is the mountain range located between india and china,"['what', 'is', 'the', 'mountain', 'range', 'located', 'between', 'india', 'and', 'china']", The Himalayas
3848,who played mammy in gone with the wind,"['who', 'played', 'mammy', 'in', 'gone', 'with', 'the', 'wind']", Hattie McDaniel
3849,where did the mayflower land in the new world,"['where', 'did', 'the', 'mayflower', 'land', 'in', 'the', 'new', 'world']", Cape Cod
3858,when was the little mermaid ariel's beginning made,"['when', 'was', 'the', 'little', 'mermaid', 'ariel', ""'s"", 'beginning', 'made']", 2008
3859,what do the names on the eiffel tower represent,"['what', 'do', 'the', 'names', 'on', 'the', 'eiffel', 'tower', 'represent']"," French scientists , engineers , and mathematicians"
3860,when does cristina yang leave grey's anatomy,"['when', 'does', 'cristina', 'yang', 'leave', 'grey', ""'s"", 'anatomy']", after season 10
3861,where is the hanging gardens of babylon located,"['where', 'is', 'the', 'hanging', 'gardens', 'of', 'babylon', 'located']", the ancient city of Babylon
3862,when was the first pair of glasses made,"['when', 'was', 'the', 'first', 'pair', 'of', 'glasses', 'made']", about 1290
3864,who is in the imagine dragons believer video,"['who', 'is', 'in', 'the', 'imagine', 'dragons', 'believer', 'video']", Dan Reynolds
3868,renault nissan automotive india private limited oragadam address,"['renault', 'nissan', 'automotive', 'india', 'private', 'limited', 'oragadam', 'address']"," Chennai , Tamil Nadu , India"
3872,who has the most millionaires in the world,"['who', 'has', 'the', 'most', 'millionaires', 'in', 'the', 'world']", The United States
3875,at the constitutional convention who did the delegates agree should elect the president,"['at', 'the', 'constitutional', 'convention', 'who', 'did', 'the', 'delegates', 'agree', 'should', 'elect', 'the', 'president']", an electoral college
3876,where does the grand canal start and finish,"['where', 'does', 'the', 'grand', 'canal', 'start', 'and', 'finish']"," Dublin , in the east"
3877,who came first captain marvel or captain america,"['who', 'came', 'first', 'captain', 'marvel', 'or', 'captain', 'america']", Captain Marvel
3878,who is regina's dad once upon a time,"['who', 'is', 'regina', ""'s"", 'dad', 'once', 'upon', 'a', 'time']"," Prince Henry ( father , deceased )"
3896,when did the santa clause 2 come out,"['when', 'did', 'the', 'santa', 'clause', '2', 'come', 'out']"," November 1 , 2002"
3899,when did the nba start using breakaway rims,"['when', 'did', 'the', 'nba', 'start', 'using', 'breakaway', 'rims']", 1981 -- 82 season
3901,who won the most seasons of the voice,"['who', 'won', 'the', 'most', 'seasons', 'of', 'the', 'voice']", Blake Shelton
3902,what episode does grey's anatomy have a shooting,"['what', 'episode', 'does', 'grey', ""'s"", 'anatomy', 'have', 'a', 'shooting']", Death and All His Friends
3904,how many acres is the great smoky mountains national park,"['how', 'many', 'acres', 'is', 'the', 'great', 'smoky', 'mountains', 'national', 'park']"," 522,419 acres"
3908,when did they stop national service in the uk,"['when', 'did', 'they', 'stop', 'national', 'service', 'in', 'the', 'uk']", 31 December 1960
3909,who is going to be the 12th doctor,"['who', 'is', 'going', 'to', 'be', 'the', '12th', 'doctor']", Scottish actor Peter Capaldi
3911,who played grace adler's mother on will & grace,"['who', 'played', 'grace', 'adler', ""'s"", 'mother', 'on', 'will', '&', 'grace']", Debbie Reynolds
3912,who has the most debt in the world,"['who', 'has', 'the', 'most', 'debt', 'in', 'the', 'world']", United States
3914,the protocol for communicating over the arpanet became known as,"['the', 'protocol', 'for', 'communicating', 'over', 'the', 'arpanet', 'became', 'known', 'as']", TCP / IP
3920,universal declaration on the rights of persons with disabilities,"['universal', 'declaration', 'on', 'the', 'rights', 'of', 'persons', 'with', 'disabilities']", Vienna Declaration and Programme of Action
3921,who is season 12 winner of america's got talent,"['who', 'is', 'season', '12', 'winner', 'of', 'america', ""'s"", 'got', 'talent']", Darci Lynne Farmer
3924,when did internet access for private use begin in south africa,"['when', 'did', 'internet', 'access', 'for', 'private', 'use', 'begin', 'in', 'south', 'africa']", June 1992
3927,when was love in the time of cholera written,"['when', 'was', 'love', 'in', 'the', 'time', 'of', 'cholera', 'written']", 1985
3930,who plays abby's dad on girlfriends guide to divorce,"['who', 'plays', 'abby', ""'s"", 'dad', 'on', 'girlfriends', 'guide', 'to', 'divorce']", Barry Bostwick
3935,when are you classified as a serial killer,"['when', 'are', 'you', 'classified', 'as', 'a', 'serial', 'killer']"," a person who murders three or more people , usually in service of abnormal psychological gratification , with the murders taking place over more than a month and including a significant period of time between them"
3939,run dmc aerosmith walk this way release date,"['run', 'dmc', 'aerosmith', 'walk', 'this', 'way', 'release', 'date']"," July 4 , 1986"
3944,what was the world population in the year 1900,"['what', 'was', 'the', 'world', 'population', 'in', 'the', 'year', '1900']", 1.6 billion
3949,who is hosting the i heart radio awards,"['who', 'is', 'hosting', 'the', 'i', 'heart', 'radio', 'awards']", Alessia Cara & Joe Jonas
3953,when is the new christopher robin coming out,"['when', 'is', 'the', 'new', 'christopher', 'robin', 'coming', 'out']"," August 3 , 2018"
3956,which field of economics studies how the number of firms effects,"['which', 'field', 'of', 'economics', 'studies', 'how', 'the', 'number', 'of', 'firms', 'effects']", Microeconomics
3957,what is the grand prize for winning american ninja warrior,"['what', 'is', 'the', 'grand', 'prize', 'for', 'winning', 'american', 'ninja', 'warrior']"," $500,000"
3965,first census in india was conducted under the rule of,"['first', 'census', 'in', 'india', 'was', 'conducted', 'under', 'the', 'rule', 'of']", the British Raj
3967,india's first official entry at the oscars,"['india', ""'s"", 'first', 'official', 'entry', 'at', 'the', 'oscars']", 1957
3971,where is land o lakes florida on map,"['where', 'is', 'land', 'o', 'lakes', 'florida', 'on', 'map']", 28 ° 12 ′ 14 '' N 82 ° 26 ′ 56 '' W ﻿ / ﻿ 28.20389 ° N 82.44889 ° W
3974,who plays jay first wife on modern family,"['who', 'plays', 'jay', 'first', 'wife', 'on', 'modern', 'family']", Shelley Long
3977,who is responsible for deepwater horizon oil spill,"['who', 'is', 'responsible', 'for', 'deepwater', 'horizon', 'oil', 'spill']", BP
3984,who plays the old vet on the ranch,"['who', 'plays', 'the', 'old', 'vet', 'on', 'the', 'ranch']", Sam Elliott
3985,olap (online analytical processing) tools enable users to,"['olap', '(', 'online', 'analytical', 'processing', ')', 'tools', 'enable', 'users', 'to']", analyze multidimensional data interactively from multiple perspectives
3992,who sings a little party never killed nobody,"['who', 'sings', 'a', 'little', 'party', 'never', 'killed', 'nobody']"," Fergie , Q - Tip and GoonRock"
3993,the speaker of lok sabha is elected by whom,"['the', 'speaker', 'of', 'lok', 'sabha', 'is', 'elected', 'by', 'whom']", the members of the Lok Sabha
3994,who stars in the fate of the furious movie,"['who', 'stars', 'in', 'the', 'fate', 'of', 'the', 'furious', 'movie']", Vin Diesel
3999,where does the last name rhodes come from,"['where', 'does', 'the', 'last', 'name', 'rhodes', 'come', 'from']"," the Old English rod , meaning `` a clearing in the woods ''"
4000,where was the movie den of thieves filmed at,"['where', 'was', 'the', 'movie', 'den', 'of', 'thieves', 'filmed', 'at']"," in and around Atlanta , Georgia"
4005,what is the mark over the e in renee,"['what', 'is', 'the', 'mark', 'over', 'the', 'e', 'in', 'renee']", the accent
4006,who made i can make your hands clap,"['who', 'made', 'i', 'can', 'make', 'your', 'hands', 'clap']", American indie pop band Fitz and The Tantrums
4009,when did 50 stars get on the american flag,"['when', 'did', '50', 'stars', 'get', 'on', 'the', 'american', 'flag']", July 1960
4012,who does the voice of juliet in gnomeo,"['who', 'does', 'the', 'voice', 'of', 'juliet', 'in', 'gnomeo']", Emily Blunt
4015,when have we had a total solar eclipse,"['when', 'have', 'we', 'had', 'a', 'total', 'solar', 'eclipse']"," February 26 , 2017"
4021,who's wife turned to a pillar of salt,"['who', ""'s"", 'wife', 'turned', 'to', 'a', 'pillar', 'of', 'salt']", Lot 's wife
4024,how many times pakistan won hockey world cup,"['how', 'many', 'times', 'pakistan', 'won', 'hockey', 'world', 'cup']", four
4025,where is the brisket on a cow located,"['where', 'is', 'the', 'brisket', 'on', 'a', 'cow', 'located']", the breast or lower chest
4027,how many square feet were the twin towers,"['how', 'many', 'square', 'feet', 'were', 'the', 'twin', 'towers']"," 1 World Trade Center , at 1,368 feet ( 417 m )"
4029,for what purpose can the chi-square test be used,"['for', 'what', 'purpose', 'can', 'the', 'chi-square', 'test', 'be', 'used']"," to evaluate how likely the observations that are made would be , assuming the null hypothesis is true"
4030,who wrote coming back to life pink floyd,"['who', 'wrote', 'coming', 'back', 'to', 'life', 'pink', 'floyd']", David Gilmour
4031,who starred in the man who never was,"['who', 'starred', 'in', 'the', 'man', 'who', 'never', 'was']", Clifton Webb
4035,who takes over michael scott on the office,"['who', 'takes', 'over', 'michael', 'scott', 'on', 'the', 'office']", Andy Bernard
4036,what part of canada is above new york,"['what', 'part', 'of', 'canada', 'is', 'above', 'new', 'york']", Ontario
4039,who controls debate in the house of representatives,"['who', 'controls', 'debate', 'in', 'the', 'house', 'of', 'representatives']", Congress of the United States
4041,when was the last time usa held the olympics,"['when', 'was', 'the', 'last', 'time', 'usa', 'held', 'the', 'olympics']", 2002
4049,who sang the things we do for love,"['who', 'sang', 'the', 'things', 'we', 'do', 'for', 'love']", 10cc
4051,who plays the voice of mittens in bolt,"['who', 'plays', 'the', 'voice', 'of', 'mittens', 'in', 'bolt']", Susie Essman
4057,who won the year daughtry was on idol,"['who', 'won', 'the', 'year', 'daughtry', 'was', 'on', 'idol']", Taylor Hicks
4059,who playing in the all ireland hurling final,"['who', 'playing', 'in', 'the', 'all', 'ireland', 'hurling', 'final']", Galway
4062,when did manchester united last won a trophy,"['when', 'did', 'manchester', 'united', 'last', 'won', 'a', 'trophy']", May 2017
4064,what is the leopards name in jungle book,"['what', 'is', 'the', 'leopards', 'name', 'in', 'jungle', 'book']", Bagheera
4069,who plays jack in once upon a time,"['who', 'plays', 'jack', 'in', 'once', 'upon', 'a', 'time']", Nathan Dean Parsons
4073,when does persona 5 dancing star night come out,"['when', 'does', 'persona', '5', 'dancing', 'star', 'night', 'come', 'out']"," May 24 , 2018"
4074,who played felix in live and let die,"['who', 'played', 'felix', 'in', 'live', 'and', 'let', 'die']", David Hedison
4075,where in the bible is the last supper found,"['where', 'in', 'the', 'bible', 'is', 'the', 'last', 'supper', 'found']", First Epistle to the Corinthians
4076,when did hendrix set his guitar on fire,"['when', 'did', 'hendrix', 'set', 'his', 'guitar', 'on', 'fire']"," at the Monterey Pop Festival , June 18 , 1967"
4078,what is the new name for mount mckinley,"['what', 'is', 'the', 'new', 'name', 'for', 'mount', 'mckinley']", Denali
4081,what was the last state to become part of the us,"['what', 'was', 'the', 'last', 'state', 'to', 'become', 'part', 'of', 'the', 'us']", Hawaii
4083,the price of a cheese pizza and large soda at panucci's pizza,"['the', 'price', 'of', 'a', 'cheese', 'pizza', 'and', 'large', 'soda', 'at', 'panucci', ""'s"", 'pizza']", $10.77
4088,when did they start filming the first harry potter movie,"['when', 'did', 'they', 'start', 'filming', 'the', 'first', 'harry', 'potter', 'movie']", September 2000
4090,how long is a rainbow six siege game,"['how', 'long', 'is', 'a', 'rainbow', 'six', 'siege', 'game']", a few minutes
4091,when was the seat belt law introduced uk,"['when', 'was', 'the', 'seat', 'belt', 'law', 'introduced', 'uk']", 1983
4094,who has the most medals in the commonwealth games 2018,"['who', 'has', 'the', 'most', 'medals', 'in', 'the', 'commonwealth', 'games', '2018']", Australia (
4095,who won the 2000 presidential election in florida,"['who', 'won', 'the', '2000', 'presidential', 'election', 'in', 'florida']", George W. Bush
4099,what did ted call lily in the grinch episode,"['what', 'did', 'ted', 'call', 'lily', 'in', 'the', 'grinch', 'episode']"," `` a bad word ... a very , very bad word '' ( implied to be either `` bitch '' or `` cunt '' - based on the fact that Ted usually replaces the word `` bitch '' with the word `` beach , '' it is more likely the latter )"
4101,who played eddie haskell in leave it to beaver,"['who', 'played', 'eddie', 'haskell', 'in', 'leave', 'it', 'to', 'beaver']", Kenneth Charles `` Ken '' Osmond
4104,who becomes the president if the president and vice president dies,"['who', 'becomes', 'the', 'president', 'if', 'the', 'president', 'and', 'vice', 'president', 'dies']", Speaker of the House of Representatives
4105,where do sea stars live in the ocean,"['where', 'do', 'sea', 'stars', 'live', 'in', 'the', 'ocean']", on the seabed in all the world 's oceans
4109,who controls the economic activity in a capitalist system,"['who', 'controls', 'the', 'economic', 'activity', 'in', 'a', 'capitalist', 'system']", a free market
4111,when did war for the plant of the apes come out,"['when', 'did', 'war', 'for', 'the', 'plant', 'of', 'the', 'apes', 'come', 'out']"," July 14 , 2017"
4113,when did the last manned moon landing occur,"['when', 'did', 'the', 'last', 'manned', 'moon', 'landing', 'occur']", December 1972
